"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"italy","rome","2020-08-26",4919381,"I Centro Storico",41.89304,12.48789,"Private room in bed and breakfast","Private room",3,1,2,120,1,1125,29,120,120
"italy","rome","2020-08-26",4919727,"I Centro Storico",41.88713,12.49717,"Private room in bed and breakfast","Private room",2,1,0,51,1,1125,30,NA,0
"italy","rome","2020-08-26",4922084,"I Centro Storico",41.90371,12.4614,"Entire house","Entire home/apt",2,1,1,60,3,15,26,60,240
"italy","rome","2020-08-26",4924529,"I Centro Storico",41.90996,12.46332,"Private room in apartment","Private room",2,1,2,26,1,1125,2,26.4285714285714,740
"italy","rome","2020-08-26",4926434,"VII San Giovanni/Cinecittà",41.87852,12.51473,"Entire apartment","Entire home/apt",4,2,3,79,1,45,8,79,1738
"italy","rome","2020-08-26",4929454,"V Prenestino/Centocelle",41.87335,12.54309,"Entire house","Entire home/apt",1,1,1,28,2,1125,30,NA,0
"italy","rome","2020-08-26",4930745,"VIII Appia Antica",41.86007,12.49296,"Entire apartment","Entire home/apt",5,3,5,50,1,1125,0,50,1500
"italy","rome","2020-08-26",4934350,"I Centro Storico",41.89831,12.49816,"Room in bed and breakfast","Hotel room",1,1,1,65,1,1125,18,71.0833333333333,853
"italy","rome","2020-08-26",4934397,"I Centro Storico",41.89682,12.49881,"Room in bed and breakfast","Hotel room",2,1,1,113,1,1125,18,136.083333333333,1633
"italy","rome","2020-08-26",4934413,"I Centro Storico",41.89735,12.4989,"Room in bed and breakfast","Hotel room",3,1,1,118,1,1125,18,126.916666666667,1523
"italy","rome","2020-08-26",4935502,"XII Monte Verde",41.87544,12.46466,"Private room in bed and breakfast","Private room",3,1,1,32,1,1125,17,32,416
"italy","rome","2020-08-26",4935691,"XII Monte Verde",41.87353,12.46487,"Private room in bed and breakfast","Private room",3,1,2,32,1,1125,17,32,416
"italy","rome","2020-08-26",4938488,"V Prenestino/Centocelle",41.88926,12.52909,"Entire apartment","Entire home/apt",2,1,2,47,2,30,21,47.7777777777778,430
"italy","rome","2020-08-26",4940413,"XIV Monte Mario",41.98863,12.39087,"Entire guesthouse","Entire home/apt",4,2,0,68,2,1125,0,68,2040
"italy","rome","2020-08-26",4941517,"VIII Appia Antica",41.87195,12.48085,"Private room in condominium","Private room",2,1,1,48.71,2,1125,30,NA,0
"italy","rome","2020-08-26",4947690,"V Prenestino/Centocelle",41.88556,12.53081,"Entire apartment","Entire home/apt",4,1,2,76,3,1125,29,90,90
"italy","rome","2020-08-26",4952637,"I Centro Storico",41.88143,12.48362,"Entire apartment","Entire home/apt",4,2,4,60,2,90,30,NA,0
"italy","rome","2020-08-26",4952953,"XI Arvalia/Portuense",41.86824,12.46917,"Entire apartment","Entire home/apt",4,1,2,35,29,1125,0,35,1050
"italy","rome","2020-08-26",4953830,"I Centro Storico",41.89363,12.46503,"Entire apartment","Entire home/apt",4,1,1,96,4,1125,25,96,480
"italy","rome","2020-08-26",4954183,"VIII Appia Antica",41.86787,12.49263,"Private room in serviced apartment","Private room",3,1,0,60,3,28,26,57,228
"italy","rome","2020-08-26",4960289,"I Centro Storico",41.90574,12.48011,"Entire apartment","Entire home/apt",3,1,1,84,3,1125,15,125,1875
"italy","rome","2020-08-26",4962453,"II Parioli/Nomentano",41.90981,12.52097,"Private room in house","Private room",2,1,1,39,1,1125,0,39,1170
"italy","rome","2020-08-26",4962720,"XII Monte Verde",41.88533,12.42142,"Entire apartment","Entire home/apt",3,1,3,23,2,35,14,23,368
"italy","rome","2020-08-26",4963028,"XIV Monte Mario",41.90861,12.43434,"Entire apartment","Entire home/apt",2,NA,1,93,1,1125,30,NA,0
"italy","rome","2020-08-26",4964183,"II Parioli/Nomentano",41.92305,12.50408,"Entire apartment","Entire home/apt",3,1,2,50,2,1125,3,50,1350
"italy","rome","2020-08-26",4964654,"I Centro Storico",41.8893,12.47217,"Entire apartment","Entire home/apt",2,1,1,65,3,1125,22,65,520
"italy","rome","2020-08-26",4973030,"I Centro Storico",41.89892,12.46227,"Entire apartment","Entire home/apt",8,3,4,133,3,30,26,135.5,542
"italy","rome","2020-08-26",4973128,"II Parioli/Nomentano",41.89787,12.51726,"Entire loft","Entire home/apt",3,2,2,120,1,1125,30,NA,0
"italy","rome","2020-08-26",4973326,"I Centro Storico",41.89899,12.46213,"Entire apartment","Entire home/apt",3,1,1,76,3,30,17,75.3846153846154,980
"italy","rome","2020-08-26",4973848,"I Centro Storico",41.89328,12.5076,"Room in bed and breakfast","Hotel room",2,1,1,34,1,1125,30,NA,0
"italy","rome","2020-08-26",4974538,"XIII Aurelia",41.92664,12.38323,"Private room in bed and breakfast","Private room",2,1,1,53,1,1125,29,60,60
"italy","rome","2020-08-26",4979661,"X Ostia/Acilia",41.72751,12.28565,"Entire apartment","Entire home/apt",6,3,0,123,3,1125,15,110.666666666667,1660
"italy","rome","2020-08-26",4981202,"I Centro Storico",41.89802,12.50219,"Private room in house","Private room",2,1,2,105,1,1125,30,NA,0
"italy","rome","2020-08-26",4984599,"I Centro Storico",41.90955,12.49569,"Entire apartment","Entire home/apt",6,2,2,50,1,30,0,50,1500
"italy","rome","2020-08-26",4989232,"III Monte Sacro",41.94972,12.52354,"Entire apartment","Entire home/apt",5,2,3,600,3,180,27,600,1800
"italy","rome","2020-08-26",4990425,"XII Monte Verde",41.88422,12.45518,"Private room in apartment","Private room",2,1,1,31,3,1125,29,35,35
"italy","rome","2020-08-26",4990970,"I Centro Storico",41.88747,12.49724,"Private room in bed and breakfast","Private room",3,1,0,93,2,1125,24,98.6666666666667,592
"italy","rome","2020-08-26",4991319,"VII San Giovanni/Cinecittà",41.87972,12.51324,"Private room in apartment","Private room",3,1,1,48,2,60,0,53.3333333333333,1600
"italy","rome","2020-08-26",4991568,"XI Arvalia/Portuense",41.85361,12.44489,"Private room in apartment","Private room",2,1,1,25,1,1125,0,25,750
"italy","rome","2020-08-26",4991609,"I Centro Storico",41.90421,12.47684,"Room in boutique hotel","Private room",5,2,3,86,3,1125,0,86.5,2595
"italy","rome","2020-08-26",4993090,"I Centro Storico",41.89687,12.50035,"Room in bed and breakfast","Hotel room",2,1,2,41,1,1125,29,39,39
"italy","rome","2020-08-26",4993981,"VII San Giovanni/Cinecittà",41.88804,12.52125,"Private room in apartment","Private room",3,1,3,24,1,28,30,NA,0
"italy","rome","2020-08-26",4994238,"I Centro Storico",41.89621,12.50192,"Entire apartment","Entire home/apt",7,2,4,75,2,1125,30,NA,0
"italy","rome","2020-08-26",4995870,"I Centro Storico",41.89716,12.48201,"Entire apartment","Entire home/apt",6,3,4,121,2,30,30,NA,0
"italy","rome","2020-08-26",4996380,"XIII Aurelia",41.89944,12.43101,"Entire apartment","Entire home/apt",6,2,3,300,31,31,0,300,9000
